Date,City,AQI,PM2_5,PM10,CO,NO2,SO2
2024-06-18,New Delhi,197,85.7,155.0,1.64,53.9,11.5
2024-06-19,New Delhi,207,93.4,150.4,1.64,55.1,13.1
2024-06-20,New Delhi,207,87.8,157.4,1.59,57.0,12.5
2024-06-21,New Delhi,219,97.9,173.1,1.75,63.7,13.3
2024-06-22,New Delhi,215,99.9,161.5,1.75,59.7,12.8
2024-06-23,New Delhi,196,85.8,157.3,1.51,53.6,11.7
2024-06-24,New Delhi,208,94.8,153.7,1.69,60.5,13.1
2024-06-25,New Delhi,218,99.9,157.8,1.71,58.7,13.1
2024-06-26,New Delhi,197,84.1,145.8,1.49,57.8,11.5
2024-06-27,New Delhi,224,99.3,162.0,1.85,62.9,14.4
2024-06-28,New Delhi,214,95.0,165.5,1.76,60.2,14.5
2024-06-29,New Delhi,192,82.6,139.0,1.52,56.8,11.4
2024-06-30,New Delhi,226,103.0,174.9,1.83,64.0,13.9
2024-07-01,New Delhi,196,86.5,148.7,1.67,51.8,10.7
2024-07-02,New Delhi,209,97.1,157.0,1.61,58.7,11.7
2024-07-03,New Delhi,210,93.6,157.1,1.7,59.2,12.3
2024-07-04,New Delhi,218,100.5,154.6,1.73,58.9,12.4
2024-07-05,New Delhi,221,98.2,165.0,1.73,62.6,13.6
2024-07-06,New Delhi,228,102.1,163.8,1.8,65.5,13.3
2024-07-07,New Delhi,205,90.0,151.1,1.59,57.8,12.3
2024-07-08,New Delhi,226,100.4,172.3,1.78,61.0,13.3
2024-07-09,New Delhi,175,84.1,132.0,1.36,48.2,9.3
2024-07-10,New Delhi,224,104.8,168.5,1.81,60.2,12.8
2024-07-11,New Delhi,192,85.9,149.3,1.52,54.5,12.0
2024-07-12,New Delhi,197,94.2,153.5,1.6,57.0,12.3
2024-07-13,New Delhi,225,105.5,166.5,1.82,65.6,12.2
2024-07-14,New Delhi,217,99.8,154.2,1.75,59.2,13.2
2024-07-15,New Delhi,213,93.0,165.3,1.68,60.2,13.4
2024-07-16,New Delhi,169,76.1,124.3,1.34,51.6,10.4
2024-07-17,New Delhi,222,101.5,168.7,1.68,66.8,12.6
2024-07-18,New Delhi,229,104.9,172.7,1.82,69.3,14.0
2024-07-19,New Delhi,213,94.2,156.5,1.71,57.8,13.1
2024-07-20,New Delhi,214,99.3,165.4,1.71,61.1,13.2
2024-07-21,New Delhi,167,80.3,124.0,1.37,48.2,8.8
2024-07-22,New Delhi,202,93.4,151.8,1.65,56.7,12.7
2024-07-23,New Delhi,211,99.2,153.3,1.68,57.9,12.9
2024-07-24,New Delhi,205,91.6,150.2,1.62,57.4,11.3
2024-07-25,New Delhi,193,87.0,130.9,1.53,53.3,11.9
2024-07-26,New Delhi,186,88.4,143.7,1.41,51.5,11.9
2024-07-27,New Delhi,204,91.6,160.0,1.6,59.4,11.8
2024-07-28,New Delhi,188,88.3,143.2,1.53,50.5,10.8
2024-07-29,New Delhi,221,100.2,165.2,1.78,64.9,13.6
2024-07-30,New Delhi,216,93.0,164.9,1.68,58.1,13.6
2024-07-31,New Delhi,214,97.5,154.3,1.8,62.0,12.7
2024-08-01,New Delhi,139,62.8,101.9,1.22,38.1,7.8
2024-08-02,New Delhi,228,100.9,174.9,1.86,63.7,13.2
2024-08-03,New Delhi,193,83.3,144.6,1.58,57.5,11.0
2024-08-04,New Delhi,215,95.2,162.6,1.64,58.3,12.1
2024-08-05,New Delhi,186,81.7,147.9,1.51,52.2,11.8
2024-08-06,New Delhi,160,73.4,117.6,1.25,42.2,9.3
2024-08-07,New Delhi,216,98.2,161.8,1.71,58.7,13.2
2024-08-08,New Delhi,211,96.0,148.7,1.7,60.6,13.0
2024-08-09,New Delhi,212,98.1,152.6,1.69,59.0,13.2
2024-08-10,New Delhi,198,85.9,157.2,1.46,57.1,11.5
2024-08-11,New Delhi,221,103.7,167.2,1.84,60.9,13.1
2024-08-12,New Delhi,221,98.1,168.7,1.83,63.6,12.5
2024-08-13,New Delhi,202,91.7,150.3,1.62,57.2,11.9
2024-08-14,New Delhi,204,88.3,150.6,1.56,57.4,12.1
2024-08-15,New Delhi,205,97.6,152.5,1.65,56.1,12.1
2024-08-16,New Delhi,214,95.3,160.5,1.75,58.9,12.2
2024-08-17,New Delhi,195,92.1,150.9,1.59,53.7,11.0
2024-08-18,New Delhi,209,93.8,151.1,1.6,55.1,12.9
2024-08-19,New Delhi,208,94.5,154.0,1.69,58.9,12.4
2024-08-20,New Delhi,213,95.5,156.7,1.75,58.8,12.7
2024-08-21,New Delhi,192,87.2,140.9,1.51,52.1,11.5
2024-08-22,New Delhi,150,69.5,112.3,1.18,38.9,9.2
2024-08-23,New Delhi,201,94.4,153.2,1.68,56.6,12.6
2024-08-24,New Delhi,215,95.4,162.2,1.68,64.3,12.8
2024-08-25,New Delhi,203,92.5,146.8,1.69,54.8,11.6
2024-08-26,New Delhi,172,73.6,136.8,1.36,41.7,10.4
2024-08-27,New Delhi,212,94.1,152.2,1.69,58.4,12.2
2024-08-28,New Delhi,198,89.6,153.0,1.61,52.0,12.2
2024-08-29,New Delhi,202,95.1,146.8,1.61,57.7,11.9
2024-08-30,New Delhi,96,43.1,67.8,0.73,29.4,5.3
2024-08-31,New Delhi,201,91.5,150.6,1.54,55.2,11.7
2024-09-01,New Delhi,201,98.0,149.2,1.56,60.3,12.5
2024-09-02,New Delhi,217,95.2,168.7,1.78,61.1,12.2
2024-09-03,New Delhi,198,94.3,149.6,1.57,55.0,11.8
2024-09-04,New Delhi,199,89.4,156.5,1.66,54.2,12.6
2024-09-05,New Delhi,211,96.9,160.4,1.64,58.3,13.1
2024-09-06,New Delhi,201,87.3,152.3,1.57,57.9,11.7
2024-09-07,New Delhi,206,93.7,152.1,1.64,56.3,12.4
2024-09-08,New Delhi,191,85.3,147.0,1.47,52.5,11.7
2024-09-09,New Delhi,185,88.8,144.0,1.4,47.6,11.1
2024-09-10,New Delhi,202,93.8,153.5,1.62,55.4,12.9
2024-09-11,New Delhi,206,94.5,160.5,1.6,60.2,12.2
2024-09-12,New Delhi,202,90.4,142.1,1.66,52.9,11.6
2024-09-13,New Delhi,195,81.9,140.7,1.57,53.9,11.6
2024-09-14,New Delhi,203,91.5,150.6,1.54,56.4,11.6
2024-09-15,New Delhi,205,91.1,166.4,1.69,57.1,12.6
2024-09-16,New Delhi,186,86.6,135.4,1.49,50.6,10.8
2024-09-17,New Delhi,197,88.9,147.6,1.58,51.9,13.0
2024-09-18,New Delhi,200,91.3,148.3,1.56,56.3,12.1
2024-09-19,New Delhi,203,97.6,159.6,1.54,55.9,12.3
2024-09-20,New Delhi,196,88.1,136.3,1.61,51.1,11.0
2024-09-21,New Delhi,196,87.9,138.9,1.51,57.2,11.7
2024-09-22,New Delhi,201,86.7,150.5,1.6,54.7,12.0
2024-09-23,New Delhi,177,81.0,130.8,1.4,51.3,10.8
2024-09-24,New Delhi,197,85.3,154.4,1.51,56.4,11.0
2024-09-25,New Delhi,200,93.0,140.4,1.62,56.7,12.4
2024-09-26,New Delhi,201,87.6,149.7,1.69,54.1,12.2
2024-09-27,New Delhi,207,90.2,148.2,1.59,58.7,11.8
2024-09-28,New Delhi,196,92.3,146.7,1.53,55.1,11.7
2024-09-29,New Delhi,173,82.7,131.7,1.49,49.4,10.0
2024-09-30,New Delhi,203,91.0,147.0,1.74,55.4,11.8
2024-10-01,New Delhi,180,81.5,139.7,1.31,52.3,10.5
2024-10-02,New Delhi,171,82.1,129.3,1.39,47.8,10.6
2024-10-03,New Delhi,213,88.4,165.2,1.78,60.6,12.4
2024-10-04,New Delhi,162,80.0,117.0,1.37,46.1,10.7
2024-10-05,New Delhi,188,79.8,141.0,1.43,58.0,11.6
2024-10-06,New Delhi,198,91.4,145.0,1.58,55.7,12.9
2024-10-07,New Delhi,185,81.1,136.9,1.45,48.9,9.7
2024-10-08,New Delhi,178,83.4,133.5,1.47,48.7,10.6
2024-10-09,New Delhi,200,94.7,154.7,1.61,57.0,12.2
2024-10-10,New Delhi,192,85.2,149.6,1.47,56.7,11.4
2024-10-11,New Delhi,176,77.6,127.6,1.38,48.1,10.2
2024-10-12,New Delhi,163,73.2,126.1,1.29,46.3,9.8
2024-10-13,New Delhi,201,90.6,147.5,1.56,56.7,12.7
2024-10-14,New Delhi,193,84.7,143.5,1.52,52.7,10.9
2024-10-15,New Delhi,162,73.6,116.1,1.25,43.5,9.0
2024-10-16,New Delhi,153,68.3,108.0,1.22,41.4,8.7
2024-10-17,New Delhi,197,86.7,145.4,1.64,53.3,12.6
2024-10-18,New Delhi,163,69.9,119.5,1.31,48.1,10.2
2024-10-19,New Delhi,193,90.6,135.3,1.56,54.7,11.7
2024-10-20,New Delhi,173,74.8,128.9,1.44,52.3,10.0
2024-10-21,New Delhi,182,84.3,149.6,1.51,49.5,12.4
2024-10-22,New Delhi,201,88.1,160.4,1.56,55.0,12.4
2024-10-23,New Delhi,169,76.2,126.9,1.41,42.7,10.3
2024-10-24,New Delhi,157,68.4,114.0,1.12,42.4,10.1
2024-10-25,New Delhi,178,79.5,126.4,1.47,52.5,11.2
2024-10-26,New Delhi,48,19.0,44.3,0.32,14.4,2.0
2024-10-27,New Delhi,166,76.5,124.4,1.35,44.0,9.5
2024-10-28,New Delhi,173,79.9,130.8,1.43,45.1,10.1
2024-10-29,New Delhi,176,83.1,135.2,1.4,51.3,10.8
2024-10-30,New Delhi,81,39.4,56.4,0.69,19.4,5.7
2024-10-31,New Delhi,165,70.9,120.3,1.3,46.2,10.6
2024-11-01,New Delhi,160,65.5,113.9,1.42,45.1,10.1
2024-11-02,New Delhi,161,69.4,118.3,1.29,44.2,10.6
2024-11-03,New Delhi,168,72.4,130.0,1.39,47.1,9.8
2024-11-04,New Delhi,145,68.9,113.1,1.14,40.7,8.6
2024-11-05,New Delhi,182,78.8,133.4,1.42,51.6,10.9
2024-11-06,New Delhi,161,69.8,128.2,1.27,47.5,11.2
2024-11-07,New Delhi,158,72.1,117.8,1.37,43.7,9.6
2024-11-08,New Delhi,169,75.7,130.5,1.36,48.3,10.2
2024-11-09,New Delhi,149,66.2,114.5,1.22,44.2,9.9
2024-11-10,New Delhi,142,64.3,105.5,1.08,40.9,8.9
2024-11-11,New Delhi,164,72.7,120.6,1.24,45.8,9.3
2024-11-12,New Delhi,163,74.2,124.2,1.33,48.7,9.4
2024-11-13,New Delhi,155,71.7,115.6,1.3,44.5,10.3
2024-11-14,New Delhi,156,65.8,118.7,1.24,44.7,9.7
2024-11-15,New Delhi,114,48.3,84.8,0.79,32.1,6.6
2024-11-16,New Delhi,171,71.0,128.3,1.45,49.2,10.8
2024-11-17,New Delhi,169,71.1,127.6,1.37,45.2,10.1
2024-11-18,New Delhi,128,56.6,93.8,1.09,34.6,7.5
2024-11-19,New Delhi,137,59.9,106.3,1.0,40.6,8.2
2024-11-20,New Delhi,174,70.1,118.3,1.38,49.7,10.2
2024-11-21,New Delhi,173,80.8,133.1,1.39,48.6,10.1
2024-11-22,New Delhi,160,68.9,116.1,1.31,43.9,9.2
2024-11-23,New Delhi,160,73.1,118.9,1.27,45.6,10.1
2024-11-24,New Delhi,162,69.3,120.4,1.28,43.3,10.0
2024-11-25,New Delhi,164,76.0,118.0,1.32,45.9,10.0
2024-11-26,New Delhi,162,72.9,120.8,1.35,43.6,9.6
2024-11-27,New Delhi,177,77.2,128.9,1.45,46.7,11.0
2024-11-28,New Delhi,154,70.5,109.4,1.29,40.7,9.6
2024-11-29,New Delhi,152,73.8,113.6,1.31,40.9,8.9
2024-11-30,New Delhi,167,70.9,121.8,1.36,44.7,10.3
2024-12-01,New Delhi,169,71.5,131.6,1.29,48.9,10.2
2024-12-02,New Delhi,159,68.2,120.9,1.23,46.9,10.2
2024-12-03,New Delhi,181,82.3,133.7,1.43,49.9,11.0
2024-12-04,New Delhi,159,75.2,119.4,1.2,43.7,10.3
2024-12-05,New Delhi,149,69.3,109.8,1.15,42.5,9.7
2024-12-06,New Delhi,160,71.2,113.5,1.28,42.1,9.4
2024-12-07,New Delhi,158,64.0,125.4,1.2,43.9,9.7
2024-12-08,New Delhi,168,73.2,113.5,1.4,44.5,10.3
2024-12-09,New Delhi,164,64.0,114.9,1.29,40.8,9.2
2024-12-10,New Delhi,169,75.8,128.3,1.37,44.0,9.5
2024-12-11,New Delhi,169,80.6,121.9,1.36,48.9,10.3
2024-12-12,New Delhi,160,70.1,129.9,1.28,45.6,9.8
2024-12-13,New Delhi,155,69.9,114.6,1.22,44.0,8.8
2024-12-14,New Delhi,155,71.3,113.6,1.22,39.5,9.8
2024-12-15,New Delhi,169,78.2,128.7,1.28,47.8,9.8
2024-12-16,New Delhi,154,70.8,123.8,1.31,44.4,9.2
2024-12-17,New Delhi,153,66.1,113.4,1.27,46.5,8.8
2024-12-18,New Delhi,149,65.5,116.3,1.3,44.3,9.6
2024-12-19,New Delhi,146,63.2,102.9,1.13,42.7,9.6
2024-12-20,New Delhi,166,73.9,119.2,1.32,46.9,9.2
2024-12-21,New Delhi,165,73.0,128.1,1.32,46.8,9.5
2024-12-22,New Delhi,158,73.0,117.8,1.21,44.5,9.7
2024-12-23,New Delhi,168,79.1,125.7,1.32,46.6,9.8
2024-12-24,New Delhi,173,81.0,135.9,1.36,47.4,10.2
2024-12-25,New Delhi,146,62.1,109.3,1.19,41.9,8.4
2024-12-26,New Delhi,157,69.8,115.8,1.29,41.3,8.8
2024-12-27,New Delhi,158,67.0,109.0,1.19,43.8,9.8
2024-12-28,New Delhi,166,79.5,125.0,1.34,46.0,9.9
2024-12-29,New Delhi,178,80.9,135.2,1.37,50.7,11.0
2024-12-30,New Delhi,171,78.8,127.6,1.36,47.7,10.3
2024-12-31,New Delhi,170,79.7,131.3,1.46,42.3,10.0
2025-01-01,New Delhi,164,71.8,118.4,1.23,45.3,10.3
2025-01-02,New Delhi,167,72.9,126.4,1.4,43.7,9.9
2025-01-03,New Delhi,157,70.7,122.0,1.18,41.9,9.8
2025-01-04,New Delhi,149,69.5,114.0,1.23,40.8,9.2
2025-01-05,New Delhi,144,63.6,108.2,1.11,40.8,8.1
2025-01-06,New Delhi,162,78.1,115.2,1.29,42.1,9.3
2025-01-07,New Delhi,164,72.5,126.7,1.33,45.8,9.3
2025-01-08,New Delhi,164,74.7,115.4,1.26,40.4,9.2
2025-01-09,New Delhi,162,69.7,117.3,1.37,47.4,9.4
2025-01-10,New Delhi,166,78.3,127.6,1.34,48.7,10.3
2025-01-11,New Delhi,158,70.5,115.7,1.32,43.1,9.1
2025-01-12,New Delhi,164,74.6,133.6,1.27,44.9,10.4
2025-01-13,New Delhi,142,67.9,100.5,1.17,36.1,8.5
2025-01-14,New Delhi,150,73.3,107.1,1.16,43.1,8.7
2025-01-15,New Delhi,165,72.1,119.8,1.32,43.8,10.1
2025-01-16,New Delhi,166,76.4,127.7,1.23,45.6,9.8
2025-01-17,New Delhi,174,76.6,119.0,1.34,47.4,9.4
2025-01-18,New Delhi,168,70.9,128.2,1.29,50.1,9.9
2025-01-19,New Delhi,149,68.6,106.7,1.22,40.8,8.6
2025-01-20,New Delhi,166,71.4,123.5,1.34,41.9,10.5
2025-01-21,New Delhi,175,73.2,121.2,1.44,50.5,10.8
2025-01-22,New Delhi,151,73.4,109.5,1.22,42.8,9.9
2025-01-23,New Delhi,117,53.9,87.4,0.88,28.1,7.0
2025-01-24,New Delhi,148,67.7,111.7,1.19,39.3,9.4
2025-01-25,New Delhi,165,70.7,134.1,1.31,43.5,9.5
2025-01-26,New Delhi,157,74.7,123.2,1.29,45.1,10.0
2025-01-27,New Delhi,158,72.4,114.4,1.26,45.1,7.9
2025-01-28,New Delhi,156,70.7,116.6,1.23,44.9,9.0
2025-01-29,New Delhi,153,72.4,120.0,1.19,42.7,9.6
2025-01-30,New Delhi,163,74.9,124.6,1.29,46.7,9.3
2025-01-31,New Delhi,160,71.8,118.2,1.22,45.1,9.6
2025-02-01,New Delhi,156,65.4,108.8,1.24,44.3,10.3
2025-02-02,New Delhi,164,68.9,122.0,1.37,44.6,10.4
2025-02-03,New Delhi,164,75.7,132.3,1.22,47.7,9.8
2025-02-04,New Delhi,150,67.2,121.0,1.27,38.0,8.6
2025-02-05,New Delhi,169,76.0,126.7,1.27,45.8,9.5
2025-02-06,New Delhi,143,60.6,102.6,1.11,38.4,9.1
2025-02-07,New Delhi,150,71.8,110.1,1.22,42.9,8.6
2025-02-08,New Delhi,161,70.9,122.6,1.28,43.6,9.7
2025-02-09,New Delhi,169,81.6,127.1,1.35,48.2,9.7
2025-02-10,New Delhi,148,65.7,116.4,1.25,37.7,9.2
2025-02-11,New Delhi,124,57.2,95.0,0.91,36.7,8.3
2025-02-12,New Delhi,153,69.3,122.1,1.17,40.6,8.8
2025-02-13,New Delhi,151,68.1,110.5,1.19,41.2,8.8
2025-02-14,New Delhi,65,27.0,38.7,0.51,14.3,4.3
2025-02-15,New Delhi,156,69.8,115.1,1.24,46.2,8.7
2025-02-16,New Delhi,146,66.1,107.0,1.19,42.3,8.2
2025-02-17,New Delhi,170,73.4,127.9,1.3,47.9,10.2
2025-02-18,New Delhi,152,64.3,117.8,1.19,44.6,8.8
2025-02-19,New Delhi,175,75.9,138.6,1.41,49.8,10.0
2025-02-20,New Delhi,137,63.9,101.1,0.99,36.1,7.7
2025-02-21,New Delhi,170,75.1,125.3,1.33,50.5,10.2
2025-02-22,New Delhi,158,69.2,118.4,1.22,44.9,8.9
2025-02-23,New Delhi,179,78.3,139.0,1.53,50.1,11.4
2025-02-24,New Delhi,166,70.4,125.1,1.35,47.7,10.0
2025-02-25,New Delhi,168,75.6,126.7,1.28,46.6,9.4
2025-02-26,New Delhi,154,67.5,112.2,1.18,43.7,9.1
2025-02-27,New Delhi,160,67.8,118.5,1.34,47.1,9.8
2025-02-28,New Delhi,157,72.3,114.4,1.24,42.5,9.9
2025-03-01,New Delhi,166,74.6,133.2,1.35,47.2,10.1
2025-03-02,New Delhi,153,66.2,114.5,1.22,44.0,8.8
2025-03-03,New Delhi,168,75.9,126.6,1.34,44.2,8.9
2025-03-04,New Delhi,157,69.1,111.9,1.25,46.1,9.8
2025-03-05,New Delhi,165,77.2,119.1,1.3,47.4,9.7
2025-03-06,New Delhi,155,75.3,116.7,1.33,39.8,9.0
2025-03-07,New Delhi,167,75.4,115.0,1.32,51.7,10.1
2025-03-08,New Delhi,174,76.4,131.7,1.39,51.0,11.0
2025-03-09,New Delhi,167,75.4,116.9,1.25,46.9,10.5
2025-03-10,New Delhi,181,78.8,128.2,1.49,49.1,10.1
2025-03-11,New Delhi,151,66.4,119.9,1.25,40.8,9.8
2025-03-12,New Delhi,157,73.8,124.4,1.24,45.1,9.2
2025-03-13,New Delhi,168,75.9,130.8,1.42,48.1,10.0
2025-03-14,New Delhi,187,75.3,136.7,1.54,54.3,10.9
2025-03-15,New Delhi,124,55.2,96.4,1.1,36.1,7.1
2025-03-16,New Delhi,170,80.7,120.5,1.33,49.0,10.8
2025-03-17,New Delhi,173,76.0,132.4,1.4,49.1,10.3
2025-03-18,New Delhi,164,71.1,135.4,1.32,47.0,9.7
2025-03-19,New Delhi,206,88.8,145.8,1.65,61.8,13.0
2025-03-20,New Delhi,149,68.6,108.6,1.21,42.7,9.4
2025-03-21,New Delhi,137,57.9,102.4,1.04,36.1,8.4
2025-03-22,New Delhi,160,78.8,117.3,1.27,45.4,8.8
2025-03-23,New Delhi,163,74.4,120.5,1.32,46.5,10.5
2025-03-24,New Delhi,182,78.7,130.0,1.46,46.8,11.2
2025-03-25,New Delhi,163,74.5,120.7,1.32,46.6,9.9
2025-03-26,New Delhi,159,72.1,128.5,1.28,44.8,10.3
2025-03-27,New Delhi,163,76.0,119.6,1.36,47.2,9.6
2025-03-28,New Delhi,165,77.2,114.5,1.3,47.4,9.7
2025-03-29,New Delhi,159,65.4,115.0,1.31,43.0,8.9
2025-03-30,New Delhi,199,91.1,143.8,1.6,53.6,11.9
2025-03-31,New Delhi,194,84.9,149.2,1.6,54.8,11.8
2025-04-01,New Delhi,141,67.5,105.3,1.08,39.8,8.8
2025-04-02,New Delhi,171,73.7,132.0,1.36,48.9,9.9
2025-04-03,New Delhi,173,78.4,135.7,1.31,45.6,10.3
2025-04-04,New Delhi,198,95.0,144.1,1.59,55.8,12.2
2025-04-05,New Delhi,169,72.7,127.1,1.25,48.9,10.0
2025-04-06,New Delhi,177,80.6,130.9,1.48,47.8,11.7
2025-04-07,New Delhi,200,93.9,144.9,1.69,53.6,11.9
2025-04-08,New Delhi,202,92.4,145.3,1.67,57.2,11.9
2025-04-09,New Delhi,175,80.1,130.4,1.41,45.8,10.3
2025-04-10,New Delhi,201,96.1,149.7,1.68,57.9,12.2
2025-04-11,New Delhi,189,82.1,144.8,1.49,51.7,11.2
2025-04-12,New Delhi,157,73.4,115.2,1.3,44.8,8.6
2025-04-13,New Delhi,202,82.9,147.0,1.64,56.5,11.2
2025-04-14,New Delhi,190,77.7,135.8,1.55,52.1,11.5
2025-04-15,New Delhi,193,86.9,149.9,1.53,55.9,10.3
2025-04-16,New Delhi,205,88.4,148.4,1.6,59.6,11.9
2025-04-17,New Delhi,190,82.6,143.8,1.56,56.6,12.6
2025-04-18,New Delhi,206,93.8,148.4,1.74,58.1,12.2
2025-04-19,New Delhi,114,49.4,73.8,0.94,34.6,7.1
2025-04-20,New Delhi,195,87.8,147.1,1.57,54.5,11.7
2025-04-21,New Delhi,211,96.4,158.8,1.72,60.4,13.1
2025-04-22,New Delhi,185,81.8,134.7,1.52,53.2,10.5
2025-04-23,New Delhi,203,95.5,151.1,1.64,58.3,11.5
2025-04-24,New Delhi,194,91.1,142.5,1.59,54.4,11.3
2025-04-25,New Delhi,183,80.8,132.8,1.45,51.4,10.9
2025-04-26,New Delhi,200,90.7,152.7,1.54,55.5,11.0
2025-04-27,New Delhi,203,91.8,155.1,1.63,57.9,12.2
2025-04-28,New Delhi,191,82.6,141.9,1.49,53.2,11.2
2025-04-29,New Delhi,196,88.3,149.2,1.59,54.5,11.7
2025-04-30,New Delhi,216,104.5,157.1,1.73,58.1,12.9
2025-05-01,New Delhi,193,86.5,145.5,1.52,50.5,12.3
2025-05-02,New Delhi,203,91.0,147.8,1.63,57.6,12.6
2025-05-03,New Delhi,202,94.1,142.8,1.6,58.5,11.7
2025-05-04,New Delhi,218,103.5,169.5,1.78,60.1,13.2
2025-05-05,New Delhi,195,85.4,142.7,1.56,53.8,11.8
2025-05-06,New Delhi,208,91.5,156.7,1.64,58.6,12.8
2025-05-07,New Delhi,203,93.4,154.3,1.55,54.7,11.8
2025-05-08,New Delhi,199,85.7,150.9,1.61,51.8,11.4
2025-05-09,New Delhi,213,97.9,155.5,1.65,54.7,13.5
2025-05-10,New Delhi,206,98.4,153.5,1.66,59.5,13.2
2025-05-11,New Delhi,180,81.0,135.1,1.39,49.6,10.8
2025-05-12,New Delhi,214,95.0,165.8,1.71,62.4,13.2
2025-05-13,New Delhi,105,50.2,82.9,0.89,33.7,7.1
2025-05-14,New Delhi,196,86.9,148.8,1.47,56.5,11.2
2025-05-15,New Delhi,217,103.6,155.5,1.73,58.6,12.2
2025-05-16,New Delhi,197,90.6,151.5,1.58,51.8,11.9
2025-05-17,New Delhi,188,80.3,136.0,1.56,53.7,11.4
2025-05-18,New Delhi,206,91.5,147.6,1.72,62.1,12.6
2025-05-19,New Delhi,208,93.1,147.9,1.62,57.3,12.3
2025-05-20,New Delhi,209,94.2,152.5,1.78,55.8,13.0
2025-05-21,New Delhi,202,92.3,154.0,1.62,54.3,12.0
2025-05-22,New Delhi,211,95.3,153.1,1.75,54.1,12.5
2025-05-23,New Delhi,197,89.2,152.8,1.51,59.9,11.9
2025-05-24,New Delhi,197,84.3,147.5,1.62,55.6,11.9
2025-05-25,New Delhi,203,87.2,145.3,1.68,58.6,12.7
2025-05-26,New Delhi,201,90.0,156.9,1.55,58.5,11.8
2025-05-27,New Delhi,207,93.1,149.7,1.56,58.1,12.7
2025-05-28,New Delhi,201,92.3,160.6,1.68,57.8,12.3
2025-05-29,New Delhi,203,84.7,149.8,1.53,58.2,11.8
2025-05-30,New Delhi,222,98.3,167.0,1.76,61.2,12.7
2025-05-31,New Delhi,195,81.2,149.0,1.54,58.5,11.1
2025-06-01,New Delhi,211,99.7,164.6,1.7,58.4,13.3
2025-06-02,New Delhi,206,93.5,154.3,1.6,58.2,12.7
2025-06-03,New Delhi,205,93.6,142.6,1.59,56.5,12.5
2025-06-04,New Delhi,215,97.0,164.1,1.71,61.0,13.1
2025-06-05,New Delhi,213,94.8,162.8,1.79,62.1,12.2
2025-06-06,New Delhi,200,88.4,150.5,1.6,58.5,12.6
2025-06-07,New Delhi,211,94.3,160.8,1.74,60.2,12.4
2025-06-08,New Delhi,195,84.4,147.2,1.59,56.1,12.3
2025-06-09,New Delhi,211,90.8,160.3,1.71,58.9,12.2
2025-06-10,New Delhi,228,100.8,160.0,1.83,63.4,14.6
2025-06-11,New Delhi,189,84.1,140.8,1.5,57.4,11.7
2025-06-12,New Delhi,115,51.0,86.1,0.86,28.6,7.2
2025-06-13,New Delhi,149,70.8,111.8,1.17,36.9,9.6
2025-06-14,New Delhi,212,94.1,154.5,1.78,57.2,12.5
2025-06-15,New Delhi,223,104.7,166.2,1.75,62.2,13.8
2025-06-16,New Delhi,151,63.8,113.8,1.14,44.0,9.3
2025-06-17,New Delhi,212,100.0,160.7,1.71,59.0,12.7
2025-06-18,New Delhi,195,85.5,152.4,1.54,53.5,11.6
2025-06-19,New Delhi,215,100.1,159.3,1.78,60.4,12.5
2025-06-20,New Delhi,207,97.3,165.7,1.67,56.8,12.4
2025-06-21,New Delhi,206,90.8,150.9,1.64,57.9,12.3
2025-06-22,New Delhi,109,51.3,80.6,0.86,30.2,7.3
2025-06-23,New Delhi,208,95.4,152.3,1.68,59.3,13.0
2025-06-24,New Delhi,215,93.4,157.3,1.77,64.4,13.3
2025-06-25,New Delhi,208,96.0,151.3,1.65,58.6,12.7
2025-06-26,New Delhi,139,60.7,109.5,1.09,41.4,7.7
2025-06-27,New Delhi,217,94.0,158.6,1.71,63.8,13.7
2025-06-28,New Delhi,216,97.3,162.9,1.79,61.9,13.0
2025-06-29,New Delhi,195,90.2,147.5,1.54,53.5,11.5
2025-06-30,New Delhi,137,64.2,95.5,1.0,36.5,8.0
2025-07-01,New Delhi,223,99.5,168.5,1.8,60.4,14.1
2025-07-02,New Delhi,213,100.5,159.1,1.69,57.4,12.9
2025-07-03,New Delhi,227,103.4,171.6,1.78,64.7,13.7
2025-07-04,New Delhi,209,95.5,147.7,1.67,56.1,12.6
2025-07-05,New Delhi,206,90.7,147.8,1.7,56.3,12.0
2025-07-06,New Delhi,228,104.3,160.8,1.89,67.1,14.5
2025-07-07,New Delhi,222,96.6,166.3,1.7,60.4,12.8
2025-07-08,New Delhi,210,95.0,155.3,1.66,58.2,13.3
2025-07-09,New Delhi,227,100.8,171.9,1.77,65.1,13.4
2025-07-10,New Delhi,158,77.1,111.7,1.14,45.7,9.3
2025-07-11,New Delhi,213,104.0,163.4,1.7,58.2,13.0
2025-07-12,New Delhi,201,88.9,150.6,1.62,56.0,11.7
2025-07-13,New Delhi,221,94.5,164.4,1.74,63.9,13.0
2025-07-14,New Delhi,182,82.9,127.3,1.45,47.5,11.1
2025-07-15,New Delhi,209,97.6,155.8,1.63,60.9,12.1
2025-07-16,New Delhi,220,100.4,163.2,1.69,64.1,13.5
2025-07-17,New Delhi,207,93.9,160.3,1.66,58.4,12.9
2025-07-18,New Delhi,232,104.0,167.3,1.79,63.6,13.5
2025-07-19,New Delhi,203,96.9,154.9,1.6,56.8,11.3
2025-07-20,New Delhi,224,95.0,170.6,1.7,61.9,14.1
2025-07-21,New Delhi,201,90.0,153.9,1.63,56.4,12.3
