Date,City,District,Crime_Category,Arrest_Status,Case_Status
2025-12-03,Bengaluru,District D,Theft,Not Arrested,Active
2025-12-03,Bengaluru,District D,Theft,Not Arrested,Active
2025-12-04,Bengaluru,District A,Assault,Not Arrested,Active
2025-12-05,Bengaluru,District B,Theft,Not Arrested,Active
2025-12-05,Bengaluru,District B,Theft,Not Arrested,Active
2025-12-05,Bengaluru,District A,Theft,Not Arrested,Active
2025-12-05,Bengaluru,District A,Assault,Not Arrested,Active
2025-12-06,Bengaluru,District A,Theft,Not Arrested,Active
2025-12-06,Bengaluru,District B,Theft,Not Arrested,Active
2025-12-06,Bengaluru,District C,Traffic Violation,Arrested,Solved
2025-12-06,Bengaluru,District B,Theft,Arrested,Solved
2025-12-06,Bengaluru,District B,Theft,Not Arrested,Active
2025-12-07,Bengaluru,District A,Assault,Not Arrested,Active
2025-12-07,Bengaluru,District B,Theft,Not Arrested,Active
2025-12-07,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-12-07,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-12-08,Bengaluru,District A,Theft,Not Arrested,Active
2025-12-08,Bengaluru,District B,Vandalism,Arrested,Solved
2025-12-09,Bengaluru,District B,Theft,Not Arrested,Active
2025-12-10,Bengaluru,District C,Vandalism,Arrested,Solved
2025-12-10,Bengaluru,District A,Theft,Not Arrested,Active
2025-12-11,Bengaluru,District C,Traffic Violation,Arrested,Solved
2025-12-11,Bengaluru,District C,Theft,Not Arrested,Active
2025-12-11,Bengaluru,District C,Theft,Not Arrested,Active
2025-12-11,Bengaluru,District A,Vandalism,Arrested,Solved
2025-12-11,Bengaluru,District B,Vandalism,Not Arrested,Solved
2025-12-11,Bengaluru,District B,Assault,Not Arrested,Active
2025-12-12,Bengaluru,District A,Theft,Not Arrested,Active
2025-12-12,Bengaluru,District B,Assault,Arrested,Solved
2025-12-12,Bengaluru,District C,Traffic Violation,Arrested,Solved
2025-12-12,Bengaluru,District B,Assault,Arrested,Solved
2025-12-13,Bengaluru,District D,Vandalism,Not Arrested,Active
2025-12-13,Bengaluru,District A,Theft,Not Arrested,Active
2025-12-13,Bengaluru,District B,Burglary,Not Arrested,Active
2025-12-13,Bengaluru,District C,Burglary,Not Arrested,Solved
2025-12-13,Bengaluru,District D,Theft,Not Arrested,Active
2025-12-13,Bengaluru,District C,Assault,Not Arrested,Active
2025-12-13,Bengaluru,District D,Traffic Violation,Arrested,Solved
2025-12-13,Bengaluru,District A,Traffic Violation,Not Arrested,Active
2025-12-13,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-12-14,Bengaluru,District A,Theft,Not Arrested,Active
2025-12-14,Bengaluru,District C,Theft,Not Arrested,Solved
2025-12-14,Bengaluru,District B,Theft,Arrested,Solved
2025-12-14,Bengaluru,District B,Burglary,Not Arrested,Active
2025-12-14,Bengaluru,District A,Assault,Not Arrested,Active
2025-12-14,Bengaluru,District B,Assault,Arrested,Solved
2025-12-14,Bengaluru,District D,Vandalism,Not Arrested,Active
2025-12-15,Bengaluru,District C,Theft,Not Arrested,Active
2025-12-15,Bengaluru,District C,Theft,Not Arrested,Active
2025-12-15,Bengaluru,District D,Burglary,Not Arrested,Active
2025-12-16,Bengaluru,District C,Burglary,Not Arrested,Active
2025-12-16,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-12-17,Bengaluru,District C,Burglary,Not Arrested,Active
2025-12-18,Bengaluru,District B,Assault,Arrested,Solved
2025-12-18,Bengaluru,District B,Assault,Not Arrested,Active
2025-12-19,Bengaluru,District B,Vandalism,Arrested,Solved
2025-12-19,Bengaluru,District B,Theft,Not Arrested,Active
2025-12-19,Bengaluru,District B,Assault,Not Arrested,Solved
2025-12-19,Bengaluru,District C,Theft,Not Arrested,Active
2025-12-19,Bengaluru,District B,Assault,Not Arrested,Active
2025-12-19,Bengaluru,District C,Traffic Violation,Arrested,Solved
2025-12-19,Bengaluru,District B,Theft,Not Arrested,Active
2025-12-19,Bengaluru,District D,Assault,Arrested,Solved
2025-12-20,Bengaluru,District A,Burglary,Not Arrested,Active
2025-12-21,Bengaluru,District C,Assault,Arrested,Solved
2025-12-21,Bengaluru,District C,Vandalism,Arrested,Solved
2025-12-22,Bengaluru,District B,Theft,Not Arrested,Active
2025-12-22,Bengaluru,District B,Burglary,Not Arrested,Active
2025-12-22,Bengaluru,District C,Vandalism,Arrested,Solved
2025-12-22,Bengaluru,District B,Theft,Arrested,Solved
2025-12-22,Bengaluru,District B,Assault,Arrested,Solved
2025-12-23,Bengaluru,District B,Vandalism,Arrested,Solved
2025-12-23,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-12-24,Bengaluru,District B,Burglary,Arrested,Solved
2025-12-24,Bengaluru,District A,Theft,Arrested,Solved
2025-12-25,Bengaluru,District B,Theft,Not Arrested,Active
2025-12-25,Bengaluru,District C,Assault,Arrested,Solved
2025-12-25,Bengaluru,District A,Theft,Not Arrested,Active
2025-12-26,Bengaluru,District A,Theft,Not Arrested,Active
2025-12-26,Bengaluru,District B,Theft,Not Arrested,Active
2025-12-26,Bengaluru,District D,Theft,Not Arrested,Active
2025-12-26,Bengaluru,District A,Assault,Not Arrested,Solved
2025-12-26,Bengaluru,District A,Burglary,Arrested,Solved
2025-12-27,Bengaluru,District B,Burglary,Not Arrested,Active
2025-12-27,Bengaluru,District C,Theft,Arrested,Solved
2025-12-27,Bengaluru,District C,Vandalism,Not Arrested,Active
2025-12-27,Bengaluru,District C,Theft,Not Arrested,Active
2025-12-27,Bengaluru,District B,Theft,Not Arrested,Active
2025-12-27,Bengaluru,District B,Theft,Arrested,Solved
2025-12-28,Bengaluru,District D,Burglary,Arrested,Solved
2025-12-28,Bengaluru,District B,Assault,Arrested,Solved
2025-12-28,Bengaluru,District A,Theft,Not Arrested,Active
2025-12-28,Bengaluru,District A,Theft,Arrested,Solved
2025-12-28,Bengaluru,District D,Assault,Arrested,Solved
2025-12-28,Bengaluru,District C,Theft,Not Arrested,Active
2025-12-28,Bengaluru,District B,Vandalism,Arrested,Solved
2025-12-29,Bengaluru,District A,Assault,Arrested,Solved
2025-12-29,Bengaluru,District A,Theft,Arrested,Solved
2025-12-30,Bengaluru,District B,Vandalism,Not Arrested,Solved
2025-12-30,Bengaluru,District A,Burglary,Not Arrested,Active
2025-12-31,Bengaluru,District B,Assault,Arrested,Solved
2025-12-31,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-12-31,Bengaluru,District A,Assault,Arrested,Solved
2026-01-01,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-01,Bengaluru,District B,Burglary,Arrested,Solved
2026-01-02,Bengaluru,District A,Traffic Violation,Arrested,Solved
2026-01-02,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-02,Bengaluru,District A,Theft,Arrested,Solved
2026-01-02,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-02,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-02,Bengaluru,District B,Burglary,Not Arrested,Active
2026-01-02,Bengaluru,District A,Traffic Violation,Arrested,Solved
2026-01-02,Bengaluru,District B,Assault,Arrested,Solved
2026-01-02,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-03,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-03,Bengaluru,District C,Theft,Not Arrested,Active
2026-01-03,Bengaluru,District B,Vandalism,Arrested,Solved
2026-01-03,Bengaluru,District A,Vandalism,Arrested,Solved
2026-01-03,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-04,Bengaluru,District A,Assault,Not Arrested,Active
2026-01-04,Bengaluru,District B,Burglary,Not Arrested,Solved
2026-01-04,Bengaluru,District C,Theft,Not Arrested,Active
2026-01-04,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-01-04,Bengaluru,District D,Vandalism,Not Arrested,Active
2026-01-05,Bengaluru,District A,Burglary,Arrested,Solved
2026-01-05,Bengaluru,District C,Theft,Not Arrested,Solved
2026-01-05,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-06,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-01-06,Bengaluru,District A,Traffic Violation,Arrested,Solved
2026-01-07,Bengaluru,District D,Assault,Arrested,Solved
2026-01-07,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-01-07,Bengaluru,District D,Traffic Violation,Arrested,Solved
2026-01-07,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-07,Bengaluru,District D,Traffic Violation,Arrested,Solved
2026-01-08,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-08,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-08,Bengaluru,District A,Theft,Not Arrested,Solved
2026-01-09,Bengaluru,District A,Traffic Violation,Arrested,Solved
2026-01-09,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-09,Bengaluru,District B,Vandalism,Not Arrested,Active
2026-01-09,Bengaluru,District B,Assault,Arrested,Solved
2026-01-09,Bengaluru,District A,Traffic Violation,Arrested,Solved
2026-01-09,Bengaluru,District D,Vandalism,Not Arrested,Active
2026-01-09,Bengaluru,District B,Vandalism,Arrested,Solved
2026-01-10,Bengaluru,District C,Theft,Not Arrested,Active
2026-01-10,Bengaluru,District B,Traffic Violation,Arrested,Solved
2026-01-10,Bengaluru,District C,Assault,Not Arrested,Active
2026-01-10,Bengaluru,District A,Theft,Arrested,Solved
2026-01-10,Bengaluru,District A,Assault,Not Arrested,Active
2026-01-11,Bengaluru,District A,Traffic Violation,Arrested,Solved
2026-01-11,Bengaluru,District A,Vandalism,Arrested,Solved
2026-01-11,Bengaluru,District A,Theft,Arrested,Solved
2026-01-12,Bengaluru,District C,Vandalism,Not Arrested,Active
2026-01-12,Bengaluru,District A,Assault,Not Arrested,Active
2026-01-12,Bengaluru,District B,Traffic Violation,Arrested,Solved
2026-01-12,Bengaluru,District C,Theft,Arrested,Solved
2026-01-12,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-12,Bengaluru,District B,Assault,Arrested,Solved
2026-01-13,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-14,Bengaluru,District A,Assault,Arrested,Solved
2026-01-14,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-14,Bengaluru,District B,Traffic Violation,Arrested,Solved
2026-01-14,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-01-15,Bengaluru,District D,Assault,Not Arrested,Active
2026-01-15,Bengaluru,District C,Theft,Not Arrested,Active
2026-01-15,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-01-15,Bengaluru,District B,Burglary,Not Arrested,Active
2026-01-15,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-15,Bengaluru,District C,Assault,Not Arrested,Active
2026-01-15,Bengaluru,District D,Theft,Not Arrested,Active
2026-01-15,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-15,Bengaluru,District A,Theft,Not Arrested,Solved
2026-01-15,Bengaluru,District C,Burglary,Not Arrested,Active
2026-01-15,Bengaluru,District B,Traffic Violation,Arrested,Solved
2026-01-16,Bengaluru,District B,Assault,Not Arrested,Active
2026-01-16,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-01-16,Bengaluru,District D,Theft,Not Arrested,Solved
2026-01-16,Bengaluru,District A,Theft,Arrested,Solved
2026-01-16,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-16,Bengaluru,District A,Assault,Not Arrested,Active
2026-01-17,Bengaluru,District D,Theft,Not Arrested,Active
2026-01-17,Bengaluru,District A,Assault,Not Arrested,Active
2026-01-17,Bengaluru,District B,Traffic Violation,Arrested,Solved
2026-01-17,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-17,Bengaluru,District B,Theft,Not Arrested,Solved
2026-01-17,Bengaluru,District A,Traffic Violation,Arrested,Solved
2026-01-17,Bengaluru,District C,Theft,Not Arrested,Active
2026-01-17,Bengaluru,District B,Burglary,Not Arrested,Active
2026-01-17,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-17,Bengaluru,District A,Traffic Violation,Arrested,Solved
2026-01-17,Bengaluru,District C,Theft,Not Arrested,Active
2026-01-17,Bengaluru,District B,Assault,Not Arrested,Active
2026-01-17,Bengaluru,District A,Traffic Violation,Arrested,Solved
2026-01-18,Bengaluru,District B,Burglary,Not Arrested,Active
2026-01-18,Bengaluru,District A,Burglary,Not Arrested,Active
2026-01-18,Bengaluru,District B,Assault,Arrested,Solved
2026-01-18,Bengaluru,District D,Theft,Not Arrested,Active
2026-01-18,Bengaluru,District A,Traffic Violation,Arrested,Solved
2026-01-18,Bengaluru,District B,Theft,Not Arrested,Solved
2026-01-18,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-01-19,Bengaluru,District B,Burglary,Not Arrested,Active
2026-01-19,Bengaluru,District A,Theft,Arrested,Solved
2026-01-20,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-20,Bengaluru,District B,Assault,Not Arrested,Active
2026-01-20,Bengaluru,District B,Vandalism,Not Arrested,Active
2026-01-21,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-21,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-22,Bengaluru,District D,Assault,Arrested,Solved
2026-01-22,Bengaluru,District C,Vandalism,Arrested,Solved
2026-01-23,Bengaluru,District A,Theft,Arrested,Solved
2026-01-23,Bengaluru,District C,Burglary,Not Arrested,Solved
2026-01-23,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-23,Bengaluru,District C,Theft,Not Arrested,Active
2026-01-23,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-23,Bengaluru,District D,Theft,Not Arrested,Active
2026-01-24,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-24,Bengaluru,District B,Vandalism,Arrested,Solved
2026-01-24,Bengaluru,District B,Assault,Arrested,Solved
2026-01-25,Bengaluru,District A,Vandalism,Arrested,Solved
2026-01-25,Bengaluru,District D,Burglary,Not Arrested,Active
2026-01-25,Bengaluru,District B,Traffic Violation,Arrested,Solved
2026-01-25,Bengaluru,District D,Vandalism,Arrested,Solved
2026-01-25,Bengaluru,District D,Theft,Not Arrested,Active
2026-01-26,Bengaluru,District C,Burglary,Not Arrested,Active
2026-01-27,Bengaluru,District C,Vandalism,Not Arrested,Active
2026-01-27,Bengaluru,District A,Assault,Not Arrested,Active
2026-01-27,Bengaluru,District A,Vandalism,Arrested,Solved
2026-01-28,Bengaluru,District A,Traffic Violation,Arrested,Solved
2026-01-28,Bengaluru,District A,Theft,Not Arrested,Solved
2026-01-28,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-28,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-01-29,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-01-29,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-29,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-29,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-30,Bengaluru,District D,Traffic Violation,Arrested,Solved
2026-01-30,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-30,Bengaluru,District B,Burglary,Not Arrested,Active
2026-01-30,Bengaluru,District C,Traffic Violation,Arrested,Solved
2026-01-30,Bengaluru,District C,Theft,Arrested,Solved
2026-01-30,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-30,Bengaluru,District C,Theft,Not Arrested,Active
2026-01-30,Bengaluru,District B,Traffic Violation,Arrested,Solved
2026-01-31,Bengaluru,District B,Theft,Not Arrested,Active
2026-01-31,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-31,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-31,Bengaluru,District B,Theft,Arrested,Solved
2026-01-31,Bengaluru,District A,Theft,Not Arrested,Solved
2026-01-31,Bengaluru,District A,Theft,Not Arrested,Active
2026-01-31,Bengaluru,District A,Theft,Arrested,Solved
2026-01-31,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-01-31,Bengaluru,District A,Burglary,Not Arrested,Active
2026-01-31,Bengaluru,District C,Burglary,Not Arrested,Active
2026-01-31,Bengaluru,District A,Burglary,Not Arrested,Active
2026-02-01,Bengaluru,District A,Traffic Violation,Arrested,Solved
2026-02-01,Bengaluru,District D,Theft,Not Arrested,Active
2026-02-01,Bengaluru,District D,Burglary,Not Arrested,Active
2026-02-01,Bengaluru,District A,Theft,Not Arrested,Active
2026-02-01,Bengaluru,District D,Theft,Not Arrested,Solved
2026-02-02,Bengaluru,District B,Burglary,Not Arrested,Active
2026-02-02,Bengaluru,District A,Assault,Arrested,Solved
2026-02-02,Bengaluru,District A,Theft,Arrested,Solved
2026-02-02,Bengaluru,District D,Vandalism,Not Arrested,Active
2026-02-03,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-02-03,Bengaluru,District A,Theft,Not Arrested,Active
2026-02-03,Bengaluru,District B,Theft,Not Arrested,Active
2026-02-04,Bengaluru,District D,Burglary,Arrested,Solved
2026-02-04,Bengaluru,District C,Theft,Not Arrested,Active
2026-02-05,Bengaluru,District A,Theft,Not Arrested,Active
2026-02-06,Bengaluru,District A,Assault,Not Arrested,Active
2026-02-07,Bengaluru,District C,Theft,Not Arrested,Active
2026-02-07,Bengaluru,District B,Theft,Not Arrested,Active
2026-02-07,Bengaluru,District A,Theft,Not Arrested,Active
2026-02-07,Bengaluru,District C,Burglary,Not Arrested,Active
2026-02-07,Bengaluru,District B,Theft,Arrested,Solved
2026-02-07,Bengaluru,District A,Theft,Not Arrested,Active
2026-02-07,Bengaluru,District A,Burglary,Not Arrested,Active
2026-02-08,Bengaluru,District B,Burglary,Arrested,Solved
2026-02-08,Bengaluru,District C,Assault,Not Arrested,Active
2026-02-08,Bengaluru,District B,Assault,Arrested,Solved
2026-02-08,Bengaluru,District A,Assault,Arrested,Solved
2026-02-09,Bengaluru,District D,Traffic Violation,Arrested,Solved
2026-02-09,Bengaluru,District B,Vandalism,Not Arrested,Active
2026-02-09,Bengaluru,District A,Assault,Arrested,Solved
2026-02-09,Bengaluru,District C,Vandalism,Not Arrested,Active
2026-02-10,Bengaluru,District A,Burglary,Not Arrested,Active
2026-02-10,Bengaluru,District B,Theft,Not Arrested,Active
2026-02-11,Bengaluru,District C,Assault,Not Arrested,Active
2026-02-11,Bengaluru,District B,Theft,Not Arrested,Solved
2026-02-12,Bengaluru,District C,Vandalism,Not Arrested,Active
2026-02-13,Bengaluru,District A,Assault,Not Arrested,Active
2026-02-13,Bengaluru,District B,Vandalism,Not Arrested,Active
2026-02-13,Bengaluru,District C,Theft,Not Arrested,Active
2026-02-13,Bengaluru,District A,Theft,Not Arrested,Active
2026-02-14,Bengaluru,District C,Burglary,Not Arrested,Active
2026-02-14,Bengaluru,District B,Burglary,Not Arrested,Active
2026-02-15,Bengaluru,District A,Burglary,Not Arrested,Active
2026-02-15,Bengaluru,District B,Vandalism,Not Arrested,Active
2026-02-15,Bengaluru,District B,Theft,Arrested,Solved
2026-02-15,Bengaluru,District A,Burglary,Not Arrested,Active
2026-02-15,Bengaluru,District C,Vandalism,Not Arrested,Active
2026-02-15,Bengaluru,District A,Assault,Arrested,Solved
2026-02-15,Bengaluru,District B,Vandalism,Not Arrested,Active
2026-02-16,Bengaluru,District B,Theft,Arrested,Solved
2026-02-16,Bengaluru,District C,Theft,Not Arrested,Active
2026-02-16,Bengaluru,District D,Traffic Violation,Arrested,Solved
2026-02-16,Bengaluru,District B,Traffic Violation,Arrested,Solved
2026-02-17,Bengaluru,District B,Vandalism,Not Arrested,Active
2026-02-17,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-02-17,Bengaluru,District C,Theft,Not Arrested,Active
2026-02-17,Bengaluru,District C,Traffic Violation,Arrested,Solved
2026-02-18,Bengaluru,District A,Vandalism,Not Arrested,Active
2026-02-18,Bengaluru,District C,Vandalism,Not Arrested,Active
2026-02-19,Bengaluru,District C,Vandalism,Not Arrested,Active
2026-02-20,Bengaluru,District A,Burglary,Not Arrested,Active
2026-02-20,Bengaluru,District B,Theft,Not Arrested,Active
2026-02-20,Bengaluru,District C,Burglary,Not Arrested,Active
