Date,City,Daily_Passengers,Bus_Utilization,Metro_Ridership,Average_Delay,Route_Efficiency
2025-04-15,New Delhi,131221,65.6,78732,14.7,82.8
2025-04-16,New Delhi,129607,67.1,77764,12.9,82.3
2025-04-17,New Delhi,135765,59.4,81459,15.2,80.5
2025-04-18,New Delhi,133760,64.6,80256,13.2,84.1
2025-04-19,New Delhi,64632,57.7,42010,29.1,72.7
2025-04-20,New Delhi,67008,61.1,40204,7.2,88.4
2025-04-21,New Delhi,128595,71.9,77157,13.4,86.2
2025-04-22,New Delhi,133306,65.7,79983,15.6,80.8
2025-04-23,New Delhi,132182,46.4,79309,15.2,83.2
2025-04-24,New Delhi,126170,69.7,75702,14.8,82.7
2025-04-25,New Delhi,124288,57.5,80787,18.4,79.6
2025-04-26,New Delhi,76591,57.9,45954,8.5,85.2
2025-04-27,New Delhi,72257,67.8,43354,11.4,85.0
2025-04-28,New Delhi,132232,65.2,79339,13.8,86.6
2025-04-29,New Delhi,134622,67.2,80773,13.6,83.1
2025-04-30,New Delhi,130736,61.5,78441,17.2,79.0
2025-05-01,New Delhi,136954,60.7,82172,13.5,83.4
2025-05-02,New Delhi,130445,58.8,78267,17.6,76.7
2025-05-03,New Delhi,64658,63.7,38794,9.4,86.0
2025-05-04,New Delhi,77758,64.4,46654,10.9,88.0
2025-05-05,New Delhi,124614,64.7,74768,12.9,81.4
2025-05-06,New Delhi,128736,60.2,77241,17.3,83.8
2025-05-07,New Delhi,125258,66.4,75154,15.4,83.5
2025-05-08,New Delhi,125497,68.9,75298,13.9,83.1
2025-05-09,New Delhi,131016,65.8,78609,13.9,85.0
2025-05-10,New Delhi,75625,68.0,45375,10.1,89.7
2025-05-11,New Delhi,68604,61.4,44592,15.7,81.6
2025-05-12,New Delhi,127105,68.1,76263,12.9,82.5
2025-05-13,New Delhi,131061,53.1,85189,36.6,65.4
2025-05-14,New Delhi,129426,52.2,84126,16.5,85.0
2025-05-15,New Delhi,128306,62.9,76983,14.9,82.7
2025-05-16,New Delhi,126893,72.8,76135,12.8,86.3
2025-05-17,New Delhi,63586,58.1,38151,10.9,87.6
2025-05-18,New Delhi,70772,69.1,42463,7.2,87.7
2025-05-19,New Delhi,134321,65.2,80592,14.2,84.1
2025-05-20,New Delhi,127817,65.6,76690,13.5,83.9
2025-05-21,New Delhi,130770,69.7,78462,16.0,80.3
2025-05-22,New Delhi,129364,61.1,77618,13.4,85.8
2025-05-23,New Delhi,124393,64.7,74635,15.8,83.2
2025-05-24,New Delhi,74831,71.4,44898,9.4,86.2
2025-05-25,New Delhi,75281,62.3,45168,7.7,89.0
2025-05-26,New Delhi,131573,60.8,78943,14.1,82.5
2025-05-27,New Delhi,132237,51.7,79342,14.1,82.4
2025-05-28,New Delhi,131521,68.5,78912,17.0,82.7
2025-05-29,New Delhi,129717,66.3,84316,16.5,80.6
2025-05-30,New Delhi,125364,65.5,75218,16.6,84.5
2025-05-31,New Delhi,73860,59.0,44316,11.4,84.2
2025-06-01,New Delhi,72609,54.3,47195,10.7,88.3
2025-06-02,New Delhi,137971,58.9,82782,14.3,83.6
2025-06-03,New Delhi,126965,69.0,76179,12.9,85.4
2025-06-04,New Delhi,124358,65.7,74614,13.4,83.9
2025-06-05,New Delhi,133795,65.3,80277,11.3,86.9
2025-06-06,New Delhi,137468,63.2,82480,12.0,85.8
2025-06-07,New Delhi,74268,67.7,44560,8.1,92.4
2025-06-08,New Delhi,65546,65.4,39327,10.5,87.0
2025-06-09,New Delhi,129005,60.6,77403,16.3,84.3
2025-06-10,New Delhi,129548,66.6,77728,15.6,85.2
2025-06-11,New Delhi,135365,53.8,87987,22.7,76.8
2025-06-12,New Delhi,133391,70.6,86704,31.7,70.0
2025-06-13,New Delhi,126481,61.5,82212,28.5,69.3
2025-06-14,New Delhi,67895,65.3,40737,10.3,83.8
2025-06-15,New Delhi,71839,68.2,43103,9.9,87.0
2025-06-16,New Delhi,128839,63.1,83745,32.8,70.1
2025-06-17,New Delhi,128803,65.1,77281,12.7,87.5
2025-06-18,New Delhi,128175,63.3,76905,16.0,80.3
2025-06-19,New Delhi,127925,55.4,76755,13.6,83.8
2025-06-20,New Delhi,130649,75.3,78389,13.4,85.2
2025-06-21,New Delhi,68406,70.1,41043,8.2,92.5
2025-06-22,New Delhi,76186,58.9,49520,33.2,66.9
2025-06-23,New Delhi,122809,60.0,73685,15.9,80.3
2025-06-24,New Delhi,135148,64.6,81088,13.8,84.2
2025-06-25,New Delhi,127195,64.1,76317,16.0,81.7
2025-06-26,New Delhi,136579,55.1,88776,27.9,73.0
2025-06-27,New Delhi,127195,68.0,76317,14.7,82.5
2025-06-28,New Delhi,70193,52.4,42115,8.3,89.2
2025-06-29,New Delhi,75873,54.8,49317,20.3,79.7
2025-06-30,New Delhi,140977,51.2,91635,32.4,70.1
2025-07-01,New Delhi,131777,60.4,79066,13.9,80.9
2025-07-02,New Delhi,125568,62.6,75340,15.2,83.5
2025-07-03,New Delhi,133920,57.2,80352,17.9,82.0
2025-07-04,New Delhi,130038,65.7,78022,12.2,86.7
2025-07-05,New Delhi,66403,67.6,39841,11.4,86.1
2025-07-06,New Delhi,71644,53.4,42986,10.0,83.2
2025-07-07,New Delhi,133216,66.4,79929,15.1,83.9
2025-07-08,New Delhi,132455,66.9,79473,11.3,86.8
2025-07-09,New Delhi,132301,69.5,79380,13.0,85.1
2025-07-10,New Delhi,128851,64.5,83753,24.9,74.6
2025-07-11,New Delhi,130682,69.5,78409,17.3,84.0
2025-07-12,New Delhi,68188,64.6,40912,10.2,87.0
2025-07-13,New Delhi,74843,65.2,44905,10.5,89.4
2025-07-14,New Delhi,134316,62.3,87305,21.1,76.0
2025-07-15,New Delhi,132298,68.4,79378,13.9,85.3
2025-07-16,New Delhi,135025,59.3,81015,12.9,81.4
2025-07-17,New Delhi,133166,60.6,79899,13.9,83.3
2025-07-18,New Delhi,134335,58.0,80601,13.2,83.0
2025-07-19,New Delhi,68273,63.6,40963,10.9,88.5
2025-07-20,New Delhi,71270,70.0,42762,10.2,86.8
2025-07-21,New Delhi,129634,66.4,77780,16.1,82.7
2025-07-22,New Delhi,129944,74.8,77966,13.4,83.3
2025-07-23,New Delhi,128117,63.9,76870,16.6,85.5
2025-07-24,New Delhi,125291,65.4,81439,19.0,79.6
2025-07-25,New Delhi,133177,53.2,79906,11.9,81.6
2025-07-26,New Delhi,66115,72.9,39669,10.0,82.2
2025-07-27,New Delhi,74937,64.1,44962,10.8,87.9
2025-07-28,New Delhi,129214,66.7,77528,13.9,81.2
2025-07-29,New Delhi,130139,59.9,84590,34.6,69.4
2025-07-30,New Delhi,130157,61.0,78094,15.4,84.1
2025-07-31,New Delhi,128792,60.9,83714,16.5,82.3
2025-08-01,New Delhi,125626,66.0,75375,14.6,84.9
2025-08-02,New Delhi,67349,63.5,40409,6.6,89.9
2025-08-03,New Delhi,68842,57.3,44747,22.0,74.6
2025-08-04,New Delhi,130424,58.2,78254,14.0,80.9
2025-08-05,New Delhi,132598,63.2,86188,27.1,74.0
2025-08-06,New Delhi,133567,69.0,80140,12.2,86.7
2025-08-07,New Delhi,125425,66.3,75255,17.0,81.4
2025-08-08,New Delhi,131561,67.6,78936,14.7,82.9
2025-08-09,New Delhi,71745,65.8,46634,17.6,81.1
2025-08-10,New Delhi,67498,68.9,40498,7.8,90.0
2025-08-11,New Delhi,134687,67.6,80812,14.7,82.5
2025-08-12,New Delhi,134147,67.9,80488,19.2,79.1
2025-08-13,New Delhi,128429,61.1,77057,14.2,85.4
2025-08-14,New Delhi,128034,55.5,76820,12.4,84.5
2025-08-15,New Delhi,136123,66.2,81673,12.9,83.0
2025-08-16,New Delhi,72061,68.3,43236,9.7,86.4
2025-08-17,New Delhi,67460,65.6,40476,7.9,92.8
2025-08-18,New Delhi,125418,63.6,75250,16.1,86.3
2025-08-19,New Delhi,137956,62.7,82773,16.4,80.8
2025-08-20,New Delhi,128950,59.9,83817,27.0,71.9
2025-08-21,New Delhi,125628,62.6,75376,14.1,87.4
2025-08-22,New Delhi,132274,63.2,79364,17.1,80.9
2025-08-23,New Delhi,81255,66.9,52815,18.5,80.3
2025-08-24,New Delhi,75074,55.3,48798,17.5,79.0
2025-08-25,New Delhi,125131,51.7,81335,22.2,76.5
2025-08-26,New Delhi,133432,54.4,86730,26.5,74.2
2025-08-27,New Delhi,128148,57.3,76888,16.5,85.5
2025-08-28,New Delhi,135961,55.7,81576,14.3,83.6
2025-08-29,New Delhi,130547,56.5,84855,24.6,75.9
2025-08-30,New Delhi,66143,59.4,39685,10.4,86.5
2025-08-31,New Delhi,75735,66.2,49227,17.5,82.9
2025-09-01,New Delhi,129940,62.6,77964,13.8,78.9
2025-09-02,New Delhi,133132,63.3,79879,16.4,81.5
2025-09-03,New Delhi,135764,58.9,81458,12.1,86.2
2025-09-04,New Delhi,133508,70.0,80104,12.4,85.8
2025-09-05,New Delhi,125401,68.8,75240,13.5,85.8
2025-09-06,New Delhi,76327,60.8,45796,11.4,87.3
2025-09-07,New Delhi,71738,59.7,46629,24.1,75.5
2025-09-08,New Delhi,129467,59.2,77680,13.8,83.4
2025-09-09,New Delhi,118625,57.2,71175,13.4,83.3
2025-09-10,New Delhi,125238,60.4,75142,15.4,79.9
2025-09-11,New Delhi,124842,58.4,74905,15.9,81.6
2025-09-12,New Delhi,124748,50.7,81086,22.1,74.7
2025-09-13,New Delhi,71339,58.2,42803,7.7,86.6
2025-09-14,New Delhi,69948,66.3,45466,23.0,76.4
2025-09-15,New Delhi,118639,65.0,71183,14.9,89.1
2025-09-16,New Delhi,134266,55.4,87272,23.6,78.2
2025-09-17,New Delhi,127609,58.9,76565,14.4,83.9
2025-09-18,New Delhi,136557,67.9,88762,17.6,78.9
2025-09-19,New Delhi,132669,58.6,86234,27.9,74.4
2025-09-20,New Delhi,73383,64.6,44029,9.1,89.6
2025-09-21,New Delhi,69631,57.6,41778,9.6,89.3
2025-09-22,New Delhi,130003,61.6,84501,20.5,75.9
2025-09-23,New Delhi,127865,71.9,76719,13.4,83.6
2025-09-24,New Delhi,137755,60.9,82653,13.3,81.5
2025-09-25,New Delhi,131437,53.1,85434,23.0,74.3
2025-09-26,New Delhi,129647,64.6,77788,14.0,88.1
2025-09-27,New Delhi,69747,54.2,45335,20.6,79.3
2025-09-28,New Delhi,70842,63.4,46047,26.0,74.1
2025-09-29,New Delhi,134876,62.5,87669,18.2,82.2
2025-09-30,New Delhi,126524,66.9,75914,18.4,75.6
2025-10-01,New Delhi,135702,58.9,81421,14.0,83.6
2025-10-02,New Delhi,123581,61.5,74148,12.7,83.5
2025-10-03,New Delhi,132033,66.6,79219,13.8,84.1
2025-10-04,New Delhi,78250,63.7,46950,9.0,86.4
2025-10-05,New Delhi,70711,58.5,42426,5.0,93.0
2025-10-06,New Delhi,128562,68.6,77137,14.9,84.8
2025-10-07,New Delhi,131265,63.4,78759,16.0,82.5
2025-10-08,New Delhi,135548,65.7,81328,11.9,87.4
2025-10-09,New Delhi,124619,62.3,74771,17.2,84.5
2025-10-10,New Delhi,136834,67.0,82100,13.9,82.3
2025-10-11,New Delhi,65374,69.8,39224,9.7,87.0
2025-10-12,New Delhi,69518,61.4,41710,7.8,86.8
2025-10-13,New Delhi,142290,59.7,85374,11.1,85.5
2025-10-14,New Delhi,128676,64.1,77205,15.0,86.8
2025-10-15,New Delhi,134165,79.3,80499,15.5,85.2
2025-10-16,New Delhi,125475,75.0,75285,16.7,79.9
2025-10-17,New Delhi,131081,57.1,78648,11.7,87.3
2025-10-18,New Delhi,71691,59.7,43014,9.0,86.0
2025-10-19,New Delhi,69239,68.1,41543,9.9,84.7
2025-10-20,New Delhi,130035,73.9,78021,16.0,83.2
2025-10-21,New Delhi,130439,65.2,78263,14.8,85.9
2025-10-22,New Delhi,130514,63.4,78308,17.1,85.2
2025-10-23,New Delhi,129633,55.5,84261,20.4,80.5
2025-10-24,New Delhi,124968,67.3,74980,15.3,80.3
2025-10-25,New Delhi,67335,61.9,40401,8.6,90.5
2025-10-26,New Delhi,67806,60.3,40683,10.7,85.0
2025-10-27,New Delhi,131039,71.3,78623,16.0,77.5
2025-10-28,New Delhi,132590,52.2,86183,22.9,75.6
2025-10-29,New Delhi,124729,61.3,74837,13.7,83.5
2025-10-30,New Delhi,127382,63.7,76429,14.1,84.9
2025-10-31,New Delhi,125310,57.3,75186,14.1,80.8
2025-11-01,New Delhi,69091,61.1,41454,9.1,86.4
2025-11-02,New Delhi,67480,64.0,40488,6.7,90.7
2025-11-03,New Delhi,134055,67.6,80433,13.6,85.6
2025-11-04,New Delhi,133848,65.0,80308,16.3,81.1
2025-11-05,New Delhi,130236,55.3,84653,24.5,72.3
2025-11-06,New Delhi,126043,62.6,75625,17.7,81.8
2025-11-07,New Delhi,124685,63.8,81045,29.4,72.5
2025-11-08,New Delhi,72384,66.9,47049,18.2,80.5
2025-11-09,New Delhi,71259,58.1,46318,20.6,79.8
2025-11-10,New Delhi,133038,66.0,79822,13.2,85.5
2025-11-11,New Delhi,133075,68.6,79845,14.7,81.4
2025-11-12,New Delhi,133435,64.0,80061,15.8,85.2
2025-11-13,New Delhi,129833,62.3,77899,13.1,80.4
2025-11-14,New Delhi,128860,67.4,77316,16.1,80.6
2025-11-15,New Delhi,71431,64.2,42858,8.2,90.0
2025-11-16,New Delhi,70931,65.4,42558,11.8,85.9
2025-11-17,New Delhi,127603,57.6,76561,16.7,79.1
2025-11-18,New Delhi,129534,67.4,77720,12.5,84.6
2025-11-19,New Delhi,131045,64.2,85179,15.6,81.7
2025-11-20,New Delhi,127769,53.9,76661,15.8,81.7
2025-11-21,New Delhi,130484,54.5,78290,11.9,86.1
2025-11-22,New Delhi,66532,65.4,39919,10.2,87.6
2025-11-23,New Delhi,70977,62.1,42586,9.9,87.4
2025-11-24,New Delhi,133559,60.3,80135,16.1,84.6
2025-11-25,New Delhi,127644,67.0,76586,13.2,88.5
2025-11-26,New Delhi,129848,68.2,77908,12.8,84.4
2025-11-27,New Delhi,127102,66.6,76261,13.8,82.7
2025-11-28,New Delhi,126192,62.5,82024,28.4,72.3
2025-11-29,New Delhi,70991,69.5,42594,11.1,85.8
2025-11-30,New Delhi,73397,62.6,44038,9.8,87.2
2025-12-01,New Delhi,126067,63.5,75640,13.6,85.8
2025-12-02,New Delhi,134093,66.1,80455,15.6,82.4
2025-12-03,New Delhi,129466,65.2,77679,12.0,84.8
2025-12-04,New Delhi,134098,61.0,80458,11.5,88.3
2025-12-05,New Delhi,138177,64.2,82906,16.1,82.9
2025-12-06,New Delhi,68988,58.9,44842,12.5,83.9
2025-12-07,New Delhi,66965,54.4,40179,8.9,87.5
2025-12-08,New Delhi,128530,59.2,77118,13.5,83.2
2025-12-09,New Delhi,131138,71.4,78682,16.5,85.8
2025-12-10,New Delhi,129821,67.1,77892,16.3,78.1
2025-12-11,New Delhi,126772,68.5,76063,13.2,81.4
2025-12-12,New Delhi,127559,68.7,76535,16.5,80.8
2025-12-13,New Delhi,67937,62.4,40762,10.5,90.2
2025-12-14,New Delhi,65027,76.6,39016,6.8,90.5
2025-12-15,New Delhi,137913,62.0,82747,15.0,80.8
2025-12-16,New Delhi,136470,54.7,81882,10.7,86.4
2025-12-17,New Delhi,129247,68.5,77548,13.9,83.4
2025-12-18,New Delhi,130099,51.2,78059,12.8,83.2
2025-12-19,New Delhi,129271,62.5,77562,16.2,82.5
2025-12-20,New Delhi,72459,70.7,43475,8.9,88.8
2025-12-21,New Delhi,71679,67.2,43007,12.4,83.7
2025-12-22,New Delhi,130819,68.5,78491,12.5,83.6
2025-12-23,New Delhi,128054,62.3,76832,14.0,83.0
2025-12-24,New Delhi,126183,76.9,75709,14.7,83.7
2025-12-25,New Delhi,126474,59.2,75884,14.2,81.1
2025-12-26,New Delhi,129556,62.2,77733,14.8,80.8
2025-12-27,New Delhi,74766,67.9,44859,11.9,85.6
2025-12-28,New Delhi,72510,62.0,43506,6.3,85.7
2025-12-29,New Delhi,133334,67.3,80000,14.4,82.0
2025-12-30,New Delhi,128280,53.2,76968,14.5,87.1
2025-12-31,New Delhi,128188,63.9,76912,13.3,85.5
2026-01-01,New Delhi,127499,70.1,76499,17.4,80.2
2026-01-02,New Delhi,119606,71.6,71763,14.9,83.5
2026-01-03,New Delhi,71802,70.3,43081,8.5,87.2
2026-01-04,New Delhi,68086,64.4,40851,12.9,83.0
2026-01-05,New Delhi,131633,68.0,78979,14.2,84.0
2026-01-06,New Delhi,129795,67.3,77877,16.6,79.8
2026-01-07,New Delhi,136931,60.1,82158,17.5,83.6
2026-01-08,New Delhi,135024,64.0,87765,40.9,60.2
2026-01-09,New Delhi,125614,80.0,75368,15.3,80.9
2026-01-10,New Delhi,74677,67.2,44806,10.5,86.2
2026-01-11,New Delhi,67541,63.4,40524,9.5,87.4
2026-01-12,New Delhi,130044,62.7,78026,14.3,82.4
2026-01-13,New Delhi,127048,71.2,76228,17.3,80.4
2026-01-14,New Delhi,130274,65.0,78164,15.9,83.2
2026-01-15,New Delhi,131448,49.3,78868,12.7,89.7
2026-01-16,New Delhi,127630,63.4,76578,11.7,81.0
2026-01-17,New Delhi,69741,64.7,41844,10.1,85.3
2026-01-18,New Delhi,71245,61.2,42747,8.4,90.2
2026-01-19,New Delhi,136506,67.2,81903,14.3,83.8
2026-01-20,New Delhi,127058,63.7,76234,15.7,84.8
2026-01-21,New Delhi,127589,59.0,76553,14.5,84.9
2026-01-22,New Delhi,133611,67.7,80166,13.9,87.2
2026-01-23,New Delhi,128946,70.5,77367,9.9,86.3
2026-01-24,New Delhi,72579,59.6,43547,5.5,91.5
2026-01-25,New Delhi,68278,66.8,40966,6.7,92.5
2026-01-26,New Delhi,137581,54.6,82548,11.6,87.6
2026-01-27,New Delhi,125269,70.2,75161,13.1,84.4
2026-01-28,New Delhi,127484,65.8,76490,12.6,83.5
2026-01-29,New Delhi,128337,64.9,77002,11.2,83.6
2026-01-30,New Delhi,121183,61.6,78768,21.9,75.2
2026-01-31,New Delhi,68480,71.0,41088,8.3,88.5
2026-02-01,New Delhi,73864,59.3,44318,6.8,87.5
2026-02-02,New Delhi,126333,65.2,75799,16.3,78.3
2026-02-03,New Delhi,124445,61.9,74667,13.5,87.6
2026-02-04,New Delhi,128936,65.8,77361,14.2,82.2
2026-02-05,New Delhi,131530,65.8,78918,14.8,78.9
2026-02-06,New Delhi,129202,67.3,77521,12.9,85.9
2026-02-07,New Delhi,64995,70.6,38997,7.7,87.2
2026-02-08,New Delhi,70787,65.9,42472,8.6,90.6
2026-02-09,New Delhi,131303,63.1,78781,13.7,80.6
2026-02-10,New Delhi,130763,69.4,78457,10.9,88.2
2026-02-11,New Delhi,130087,67.8,78052,13.0,85.8
2026-02-12,New Delhi,124732,67.7,74839,14.8,86.5
2026-02-13,New Delhi,128255,62.4,76953,9.9,85.0
2026-02-14,New Delhi,77386,76.3,46431,10.3,87.8
2026-02-15,New Delhi,64020,67.5,38412,10.7,84.3
2026-02-16,New Delhi,136174,62.3,81704,16.0,82.5
2026-02-17,New Delhi,125411,64.0,75246,14.1,83.8
2026-02-18,New Delhi,133104,64.3,79862,16.2,81.0
2026-02-19,New Delhi,130458,70.1,78274,14.6,84.9
2026-02-20,New Delhi,131491,60.9,78894,11.7,84.7
2026-02-21,New Delhi,67480,71.8,40488,6.5,90.5
2026-02-22,New Delhi,68931,59.3,41358,8.8,85.9
2026-02-23,New Delhi,130942,59.0,78565,15.6,82.3
2026-02-24,New Delhi,127760,68.2,76656,13.8,82.4
2026-02-25,New Delhi,132523,60.7,79513,13.5,80.9
2026-02-26,New Delhi,131197,63.3,78718,15.8,84.6
2026-02-27,New Delhi,128964,54.6,83826,19.7,78.7
2026-02-28,New Delhi,70683,63.7,42409,10.5,88.0
2026-03-01,New Delhi,72238,68.1,43342,8.4,86.2
2026-03-02,New Delhi,131601,61.6,78960,14.3,82.6
2026-03-03,New Delhi,127810,55.6,76686,13.3,82.9
2026-03-04,New Delhi,131207,61.1,78724,15.1,83.1
2026-03-05,New Delhi,130807,68.6,78484,14.5,80.6
2026-03-06,New Delhi,124735,65.3,74841,15.6,83.5
2026-03-07,New Delhi,67329,60.1,40397,10.3,85.3
2026-03-08,New Delhi,68342,64.1,41005,12.0,84.5
2026-03-09,New Delhi,129040,64.7,77424,18.4,80.9
2026-03-10,New Delhi,130523,65.9,78313,16.2,80.3
2026-03-11,New Delhi,129059,66.4,77435,16.9,82.0
2026-03-12,New Delhi,122446,64.4,73467,15.1,84.1
2026-03-13,New Delhi,129949,54.8,84466,19.8,77.0
2026-03-14,New Delhi,71654,65.4,42992,10.2,88.9
2026-03-15,New Delhi,72460,69.7,43476,8.1,91.1
2026-03-16,New Delhi,128836,55.7,77301,15.7,86.5
2026-03-17,New Delhi,125482,66.7,81563,19.6,77.1
2026-03-18,New Delhi,121203,71.9,72721,13.0,91.6
2026-03-19,New Delhi,133868,69.9,80320,12.1,84.8
2026-03-20,New Delhi,125376,68.1,75225,14.0,79.8
2026-03-21,New Delhi,71804,61.9,43082,11.0,85.4
2026-03-22,New Delhi,71147,60.5,42688,11.7,85.0
2026-03-23,New Delhi,128749,63.6,83686,16.8,82.0
2026-03-24,New Delhi,129372,69.5,77623,12.9,81.8
2026-03-25,New Delhi,133882,67.1,80329,13.4,85.4
2026-03-26,New Delhi,124686,67.2,74811,14.4,81.3
2026-03-27,New Delhi,127910,65.9,76746,13.5,86.5
2026-03-28,New Delhi,71215,57.0,42729,9.4,84.8
2026-03-29,New Delhi,72619,65.0,43571,4.7,92.1
2026-03-30,New Delhi,130502,64.4,84826,22.7,74.5
2026-03-31,New Delhi,126830,70.3,76098,16.0,83.8
2026-04-01,New Delhi,129022,64.3,77413,14.5,83.8
2026-04-02,New Delhi,125204,73.6,75122,15.0,81.7
2026-04-03,New Delhi,138976,61.9,83385,15.4,81.0
2026-04-04,New Delhi,75247,57.0,45148,8.4,90.2
2026-04-05,New Delhi,73475,55.0,47758,19.0,78.4
2026-04-06,New Delhi,126374,75.4,75824,13.5,85.1
2026-04-07,New Delhi,126654,71.2,75992,13.8,84.5
2026-04-08,New Delhi,132737,72.0,79642,15.8,84.2
2026-04-09,New Delhi,119127,70.1,71476,14.0,82.3
2026-04-10,New Delhi,120573,68.6,72343,18.5,74.6
2026-04-11,New Delhi,68765,68.7,41259,8.9,84.9
2026-04-12,New Delhi,72590,71.9,43554,10.1,88.1
2026-04-13,New Delhi,127856,62.6,83106,19.8,79.7
2026-04-14,New Delhi,135124,68.3,81074,10.9,85.2
2026-04-15,New Delhi,127237,55.3,76342,12.9,85.0
2026-04-16,New Delhi,126201,69.2,75720,13.8,85.7
2026-04-17,New Delhi,128210,67.0,76926,14.9,83.0
2026-04-18,New Delhi,73266,68.2,43959,7.8,87.8
2026-04-19,New Delhi,75844,67.1,45506,11.2,82.7
2026-04-20,New Delhi,134469,64.6,80681,13.3,85.1
2026-04-21,New Delhi,136148,57.5,81688,14.5,81.0
2026-04-22,New Delhi,126915,61.6,76149,12.2,85.5
2026-04-23,New Delhi,128696,63.8,77217,14.8,81.5
2026-04-24,New Delhi,126170,63.6,75702,14.7,82.9
2026-04-25,New Delhi,80310,68.8,48186,9.5,86.9
2026-04-26,New Delhi,67984,64.4,40790,9.9,84.4
2026-04-27,New Delhi,130531,60.8,84845,20.4,77.8
2026-04-28,New Delhi,134120,63.6,80472,15.1,83.1
2026-04-29,New Delhi,131663,52.0,85580,20.2,75.4
2026-04-30,New Delhi,130300,65.5,78180,16.1,86.6
2026-05-01,New Delhi,130030,61.4,78018,12.6,80.7
2026-05-02,New Delhi,66158,63.2,39694,12.0,85.3
2026-05-03,New Delhi,71521,72.3,42912,9.8,89.5
2026-05-04,New Delhi,134644,63.5,80786,10.4,94.0
2026-05-05,New Delhi,129297,71.5,77578,14.0,81.4
2026-05-06,New Delhi,125279,68.5,75167,17.7,77.7
2026-05-07,New Delhi,125538,55.3,75322,16.0,84.0
2026-05-08,New Delhi,128899,54.4,83784,24.6,76.2
2026-05-09,New Delhi,72259,61.7,43355,10.0,85.5
2026-05-10,New Delhi,70648,56.9,42388,11.0,86.2
2026-05-11,New Delhi,132548,73.9,79528,13.4,85.3
2026-05-12,New Delhi,136747,71.0,82048,14.8,83.9
2026-05-13,New Delhi,127790,79.3,76674,12.8,84.0
2026-05-14,New Delhi,130161,72.0,78096,14.9,81.7
2026-05-15,New Delhi,125727,73.5,75436,18.4,81.7
2026-05-16,New Delhi,68803,65.2,44721,18.6,78.5
2026-05-17,New Delhi,75111,68.5,45066,11.7,83.0
2026-05-18,New Delhi,128370,62.4,77022,13.8,83.9
2026-05-19,New Delhi,123911,68.4,80542,18.8,80.5
2026-05-20,New Delhi,124435,71.0,74661,12.4,85.6
2026-05-21,New Delhi,126984,66.7,76190,14.4,82.5
2026-05-22,New Delhi,123817,62.5,80481,19.1,82.7
2026-05-23,New Delhi,65909,72.2,39545,11.7,88.2
2026-05-24,New Delhi,74072,56.9,44443,10.0,86.1
2026-05-25,New Delhi,127246,61.4,76347,15.2,84.5
2026-05-26,New Delhi,129413,62.2,77647,13.5,83.0
2026-05-27,New Delhi,129462,62.2,77677,11.8,82.3
2026-05-28,New Delhi,130988,67.5,78592,14.3,85.2
2026-05-29,New Delhi,127398,69.5,76438,15.7,81.2
2026-05-30,New Delhi,75616,68.2,45369,7.3,89.5
2026-05-31,New Delhi,69278,58.7,45030,15.4,84.1
2026-06-01,New Delhi,128079,61.8,83251,30.1,72.0
2026-06-02,New Delhi,134010,61.7,87106,25.1,74.0
2026-06-03,New Delhi,126364,68.8,75818,14.7,82.6
2026-06-04,New Delhi,125429,72.7,75257,14.2,82.6
2026-06-05,New Delhi,134818,55.7,80890,12.9,82.1
2026-06-06,New Delhi,71707,68.2,43024,9.1,85.9
2026-06-07,New Delhi,68613,62.9,41167,9.6,90.9
2026-06-08,New Delhi,127988,69.7,76792,13.0,81.4
2026-06-09,New Delhi,135644,66.4,81386,15.6,83.2
2026-06-10,New Delhi,134302,63.4,87296,21.2,76.9
2026-06-11,New Delhi,131023,67.8,78613,14.7,82.2
2026-06-12,New Delhi,130681,63.6,84942,51.4,53.7
2026-06-13,New Delhi,71331,68.7,42798,8.6,87.6
2026-06-14,New Delhi,66190,64.9,39714,11.2,83.0
2026-06-15,New Delhi,126543,61.7,75925,15.4,83.2
2026-06-16,New Delhi,131955,73.4,79173,15.3,79.2
2026-06-17,New Delhi,127041,60.1,76224,13.5,83.6
2026-06-18,New Delhi,130207,61.1,84634,47.9,55.4
2026-06-19,New Delhi,132435,58.9,79461,15.5,80.3
2026-06-20,New Delhi,64800,56.8,42120,13.9,86.5
2026-06-21,New Delhi,75773,65.6,45463,8.4,87.3
2026-06-22,New Delhi,135415,62.4,81249,15.5,85.9
2026-06-23,New Delhi,126725,66.3,76035,15.8,83.9
2026-06-24,New Delhi,132089,67.2,79253,16.0,82.1
2026-06-25,New Delhi,129288,69.0,77572,16.5,82.7
2026-06-26,New Delhi,126325,70.6,75795,15.2,80.9
2026-06-27,New Delhi,70136,65.7,42081,12.0,86.7
2026-06-28,New Delhi,70627,57.9,42376,10.6,85.9
2026-06-29,New Delhi,127708,56.9,76624,12.9,83.4
2026-06-30,New Delhi,122197,55.0,73318,14.6,83.6
2026-07-01,New Delhi,121877,53.2,79220,23.1,76.0
2026-07-02,New Delhi,127644,65.3,76586,11.1,82.7
2026-07-03,New Delhi,137119,60.4,82271,16.7,78.9
2026-07-04,New Delhi,73408,63.3,44044,9.4,84.3
2026-07-05,New Delhi,69759,74.9,41855,8.1,87.6
2026-07-06,New Delhi,123815,58.2,74289,15.8,85.3
2026-07-07,New Delhi,128393,61.6,77035,17.0,79.5
2026-07-08,New Delhi,129930,68.8,84454,16.9,79.6
